ID,ConvID,Context,Disclosure Type,Has Parent Tweet,Has Cards,Date,Language,Permalink,is part of conversation?,Author ID,Author Name,is Author verified,Text,Replies,Retweets,Favorites,Mentions,is Reply?,is Retweet?,Reply to User ID,Reply To User Name,Quoted Tweet ID, Quoted Tweet Conv. ID,Quoted Tweet Type,Quoted Tweets User ID,Quoted Tweet User
1167924171503833088,1167924171503833088,tweet,,False,True,31.08.2019 22:16:36,en,/GOP/status/1167924171503833088,False,11134252,GOP,True, “[Comey’s] higher purpose was his own purpose; not the needs of the government or the Justice Department or the FBI.” -@marc_lotterpic.twitter.com/9IDVEiyYnw,563,748,2590,marc_lotter,False,True,246871490,marc_lotter,,,,,
1167918465543356417,1167770713668882432,tweet,,True,False,31.08.2019 21:53:55,en,/Lrihendry/status/1167918465543356417,True,129235890,Lori Hendry,True, When a party/president/administration releases Gitmo prisoners into the killing field as Obama did after American military operatives lost their lives to capture the most EVIL insidious criminals known to man is EVIL.,3,12,17,mjgranger1 Arlie_Again2 SaraCarterDC gadiadelman BuyDirectUSA txexss Political_QRM baalter ABrounty jjauthor,True,True,177584156,jjauthor,,,,,
1167911912375406599,1167911912375406599,tweet,,False,True,31.08.2019 21:27:53,en,/DrMartyFox/status/1167911912375406599,False,26900055,Dr. Marty Fox 🇺🇸,True, Mike Flynn Attorney @SidneyPowell1Prosecutors Should NOT Get To Decide What Is Exculpatory For The DefenseThis Case Exemplifies Everything Wrong With Our Criminal Justice SystemFrom Everything I&#39;ve Seen @GenFlynn Should Be Completely Exoneratedpic.twitter.com/8lhVx6RCtf,33,1560,2252,SidneyPowell1 GenFlynn,False,True,240454812,GenFlynn,,,,,
1167889918921596931,1167889918921596931,tweet,,False,False,31.08.2019 20:00:29,en,/TheRickWilson/status/1167889918921596931,False,19084896,Rick Wilson,True, Thank God Dorian is moving away. We might have been hit with two disasters; first the storm and then the Donald.My latest:https://twitter.com/thedailybeast/status/1167879738708221958&nbsp;…,55,160,953,,False,True,,,1167879738708221958,1167879738708221958,tweet,16012783,thedailybeast
1167864883561414661,1167864883561414661,tweet,,False,False,31.08.2019 18:21:00,en,/GOP/status/1167864883561414661,False,11134252,GOP,True, The Women’s Global Development &amp; Prosperity (W-GDP) Initiative—spearheaded by @IvankaTrump—is the first whole-of-government effort to advance women’s economic empowerment on a global scale. It aims to impact 50 million women by 2025—helping them reach their economic potential.,245,210,717,IvankaTrump,False,True,52544275,IvankaTrump,,,,,
1167860092076621824,1167536696180654081,tweet,,True,False,31.08.2019 18:01:58,en,/MeghanMcCain/status/1167860092076621824,True,23176276,Meghan McCain,True, I’m jealous ,2,1,2,BlueBoxDave,True,True,247368688,BlueBoxDave,,,,,
1167856710180114432,1167536696180654081,tweet,,True,False,31.08.2019 17:48:32,en,/MeghanMcCain/status/1167856710180114432,True,23176276,Meghan McCain,True, Looks like my home....,2,1,17,BlueBoxDave,True,True,247368688,BlueBoxDave,,,,,
1167853692181188609,1167796422667882496,tweet,,True,False,31.08.2019 17:36:32,en,/Lrihendry/status/1167853692181188609,True,129235890,Lori Hendry,True, Or like allowing Bill Clinton to teach on monogamy...,1,7,53,atensnut Liberty_Lady_CB,True,True,745712080263618561,Liberty_Lady_CB,,,,,
1167848334234652674,1167848334234652674,tweet,,False,True,31.08.2019 17:15:15,en,/jstines3/status/1167848334234652674,False,101395252,Judy CONSERVATIVE,True, Our friend and fellow patriot reveals a REAL TRUTH about what is happening to medical care since Obama screwed it up! Dr. Scott Barbour: Trump Is Our Last Chance to Save Health Care http://bit.ly/2Us2d9v&nbsp; via @BreitbartNews,0,22,20,BreitbartNews,False,True,457984599,BreitbartNews,,,,,
1167832457766428672,1167832457766428672,tweet,,False,False,31.08.2019 16:12:09,en,/Lrihendry/status/1167832457766428672,False,129235890,Lori Hendry,True, Our country is on the way to ruin if we don’t elect #Trump2020 Democrats taking us down a path of total destruction with Socialism—America’s future lies in the traditional vales of hard work &amp; self-reliance in a free market – Teach kids to be productive members of society,45,453,1535,,False,True,,,,,,,
